"Year","Month","Day","Sampling_date_order","plot","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PI","PL","PM","PP","RF","RM","RO","SF","SH","SO"
2011,3,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,14,11,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,3,14,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,14,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,4,2,12,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,4,2,12,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,4,2,12,17,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,4,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,4,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,4,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,4,2,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,4,2,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,4,2,12,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,4,2,12,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,4,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,4,2,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,7,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,5,7,13,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,5,7,13,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,5,7,13,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,5,7,13,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,5,7,13,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
2011,5,7,13,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,5,7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,5,7,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,5,7,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,5,7,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,5,7,13,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,5,7,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,7,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,5,7,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,7,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,5,7,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,7,2,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,7,2,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,7,2,14,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,7,2,14,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,7,2,14,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,7,2,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,7,2,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,7,2,14,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,7,2,14,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,7,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2011,7,2,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2011,7,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,7,2,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,7,2,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,7,2,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,7,2,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,7,2,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2011,7,2,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,14,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,7,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,7,2,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,7,2,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,6,15,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,8,6,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,8,6,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,8,6,15,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,8,6,15,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,8,6,15,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,8,6,15,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,6,15,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,6,15,17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,8,6,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,8,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2011,8,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,8,6,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2011,8,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2011,8,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,8,6,15,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,8,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,8,6,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2011,8,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,6,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,8,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,6,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,6,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,27,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,8,27,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,8,27,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2011,8,27,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,8,27,16,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,8,27,16,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2011,8,27,16,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,8,27,16,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,27,16,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,8,27,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,8,27,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,8,27,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,8,27,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,8,27,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2011,8,27,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,27,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,27,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,8,27,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,8,27,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,27,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,8,27,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,27,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,8,27,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,8,27,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,10,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,10,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2011,10,1,17,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2011,10,1,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2011,10,1,17,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,1,17,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,1,17,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,1,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2011,10,1,17,22,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2011,10,1,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2011,10,1,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,10,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,1,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2011,10,1,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2011,10,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,10,1,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,10,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,10,1,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,10,1,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,10,1,17,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,10,22,18,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,22,18,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
2011,10,22,18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0
2011,10,22,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2011,10,22,18,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2011,10,22,18,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,22,18,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,22,18,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,10,22,18,17,0,2,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2011,10,22,18,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
2011,10,22,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0
2011,10,22,18,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,22,18,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0
2011,10,22,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,22,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2011,10,22,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2011,10,22,18,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2011,10,22,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2011,10,22,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,10,22,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2011,10,22,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,10,22,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,10,22,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011,10,22,18,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,2,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,21,19,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012,1,21,19,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,1,21,19,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,12,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,14,0,6,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,17,0,5,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,21,19,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,21,19,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,19,20,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,2,0,4,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0
2012,2,19,20,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0
2012,2,19,20,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,2,19,20,11,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,2,19,20,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,2,19,20,14,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,2,19,20,17,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,19,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,2,19,20,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,2,19,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,2,19,20,20,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,21,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
2012,2,19,20,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,2,19,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,19,20,23,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,19,20,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2012,3,12,21,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,3,12,21,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,12,21,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
2012,3,12,21,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2012,3,12,21,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,12,21,14,0,6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,3,12,21,17,0,3,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,22,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,3,12,21,13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
2012,3,12,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,12,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,3,12,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,3,12,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,12,21,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
2012,3,12,21,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,3,12,21,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,12,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,3,12,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,3,12,21,23,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,12,21,24,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,21,22,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2012,4,21,22,2,0,2,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,4,21,22,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
2012,4,21,22,8,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2012,4,21,22,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
2012,4,21,22,11,0,5,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,4,21,22,12,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2012,4,21,22,14,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2012,4,21,22,17,0,3,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0
2012,4,21,22,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
2012,4,21,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
2012,4,21,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2012,4,21,22,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,4,21,22,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0
2012,4,21,22,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
2012,4,21,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012,4,21,22,20,0,0,0,0,0,1,0,1,2,1,0,0,0,0,8,0,0,0,0,0,0
2012,4,21,22,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
